step,id,x,y,gx,gy,priority,battery,blocked,charging
8,25,19,2,17,9,2,92,2,0
8,26,3,16,2,14,1,92,0,0
8,27,8,2,7,8,0,92,3,0
8,28,0,1,17,8,2,92,4,0
8,29,5,3,10,3,2,92,0,0
9,0,2,18,1,6,1,91,2,0
9,1,6,18,2,9,2,91,0,0
9,2,7,2,13,12,0,91,4,0
9,3,5,17,1,19,0,91,0,0
9,4,18,19,9,18,1,91,0,0
9,5,1,1,11,1,2,91,0,0
9,6,17,18,10,6,2,91,4,0
9,7,1,18,17,7,1,91,2,0
9,8,9,4,7,3,0,91,0,0
9,9,13,7,13,3,1,91,0,0
9,10,17,1,19,16,0,91,0,0
9,11,9,2,7,14,1,91,4,0
9,12,1,17,12,0,2,91,6,0
9,13,0,18,19,10,2,91,5,0
9,14,1,19,1,6,1,91,6,0
9,15,13,1,0,0,-1,91,1,0
9,16,8,18,2,17,2,91,1,0
9,17,1,2,13,11,2,91,4,0
9,18,1,0,17,8,2,91,6,0
9,19,9,3,1,3,2,91,2,0
9,20,19,1,13,3,1,91,4,0
9,21,12,1,16,1,1,91,2,0
9,22,17,9,17,17,0,91,0,0
9,23,6,1,2,10,1,91,0,0
9,24,18,2,3,11,1,91,3,0
9,25,19,2,17,9,2,91,3,0
9,26,3,15,2,14,1,91,0,0
9,27,8,2,7,8,0,91,4,0
9,28,0,1,17,8,2,91,5,0
9,29,5,2,10,3,2,91,0,0
10,0,2,18,1,6,1,90,3,0
10,1,5,18,2,9,2,90,0,0
10,2,7,2,13,12,0,90,5,0
10,3,4,17,1,19,0,90,0,0
10,4,18,18,9,18,1,90,0,0
10,5,2,1,11,1,2,90,0,0
10,6,17,18,10,6,2,90,5,0
10,7,1,18,17,7,1,90,3,0
10,8,9,4,7,3,0,90,1,0
10,9,13,6,13,3,1,90,0,0
10,10,18,1,19,16,0,90,0,0
10,11,9,2,7,14,1,90,5,0
10,12,1,17,12,0,2,90,7,0
10,13,0,18,19,10,2,90,6,0
10,14,1,19,1,6,1,90,7,0
10,15,13,1,0,0,-1,90,2,0
10,16,7,18,2,17,2,90,1,0
10,17,1,2,13,11,2,90,5,0
10,18,1,0,17,8,2,90,7,0
10,19,9,3,1,3,2,90,3,0
10,20,19,1,13,3,1,90,5,0
10,21,12,1,16,1,1,90,3,0
10,22,17,10,17,17,0,90,0,0
10,23,5,1,2,10,1,90,0,0
10,24,18,2,3,11,1,90,4,0
10,25,19,2,17,9,2,90,4,0
10,26,2,15,2,14,1,90,0,0
10,27,8,2,7,8,0,90,5,0
10,28,0,1,17,8,2,90,6,0
10,29,4,2,10,3,2,90,0,0
11,0,2,18,1,6,1,89,4,0
11,1,4,18,2,9,2,89,0,0
11,2,7,2,13,12,0,89,6,0
11,3,3,17,1,19,0,89,0,0
11,4,18,19,9,18,1,89,0,0
11,5,1,1,11,1,2,89,0,0
11,6,17,18,10,6,2,89,6,0
11,7,1,18,17,7,1,89,4,0
11,8,9,4,7,3,0,89,2,0
11,9,13,5,13,3,1,89,0,0
11,10,17,1,19,16,0,89,0,0
11,11,9,2,7,14,1,89,6,0
11,12,1,17,12,0,2,89,8,0
11,13,0,18,19,10,2,89,7,0
11,14,1,19,1,6,1,89,8,0
11,15,13,1,0,0,-1,89,3,0
11,16,6,18,2,17,2,89,1,0
11,17,1,2,13,11,2,89,6,0
11,18,1,0,17,8,2,89,8,0
11,19,9,3,1,3,2,89,4,0
11,20,19,1,13,3,1,89,6,0
11,21,12,1,16,1,1,89,4,0
11,22,17,11,17,17,0,89,0,0
11,23,4,1,2,10,1,89,0,0
11,24,18,2,3,11,1,89,5,0
11,25,19,2,17,9,2,89,5,0
11,26,2,14,2,14,1,89,0,0
11,27,8,2,7,8,0,89,6,0
11,28,0,1,17,8,2,89,7,0
11,29,3,2,10,3,2,89,0,0
12,0,2,18,1,6,1,88,5,0
12,1,3,18,2,9,2,88,0,0
12,2,7,2,13,12,0,88,7,0
12,3,3,17,1,19,0,88,1,0
12,4,18,18,9,18,1,88,0,0
12,5,2,1,11,1,2,88,0,0
12,6,17,18,10,6,2,88,7,0
12,7,1,18,17,7,1,88,5,0
12,8,9,4,7,3,0,88,3,0
12,9,13,4,13,3,1,88,0,0
12,10,18,1,19,16,0,88,0,0
12,11,9,2,7,14,1,88,7,0
12,12,1,17,12,0,2,88,9,0
12,13,0,18,19,10,2,88,8,0
12,14,1,19,1,6,1,88,9,0
12,15,13,1,0,0,-1,88,4,0
12,16,5,18,2,17,2,88,1,0
12,17,1,2,13,11,2,88,7,0
12,18,1,0,17,8,2,88,9,0
12,19,9,3,1,3,2,88,5,0
12,20,19,1,13,3,1,88,7,0
12,21,12,1,16,1,1,88,5,0
12,22,17,12,17,17,0,88,0,0
12,23,3,1,2,10,1,88,0,0
12,24,18,2,3,11,1,88,6,0
12,25,19,2,17,9,2,88,6,0
12,26,-1,-1,-1,-1,1,89,0,0
12,27,8,2,7,8,0,88,7,0
12,28,0,1,17,8,2,88,8,0
12,29,3,2,10,3,2,88,1,0
13,0,2,18,1,6,1,87,6,0
13,1,3,18,2,9,2,87,1,0
13,2,7,2,13,12,0,87,8,0
13,3,2,17,1,19,0,87,1,0
13,4,19,18,9,18,1,87,0,0
13,5,1,1,11,1,2,87,0,0
13,6,17,18,10,6,2,87,8,0
13,7,1,18,17,7,1,87,6,0
13,8,9,4,7,3,0,87,4,0
13,9,13,3,13,3,1,87,0,0
13,10,18,0,19,16,0,87,0,0
13,11,9,2,7,14,1,87,8,0
13,12,1,17,12,0,2,87,10,0
13,13,0,18,19,10,2,87,9,0
13,14,1,19,1,6,1,87,10,0
13,15,13,1,0,0,-1,87,5,0
13,16,4,18,2,17,2,87,1,0
13,17,1,2,13,11,2,87,8,0
13,18,1,0,17,8,2,87,10,0
13,19,9,3,1,3,2,87,6,0
13,20,19,1,13,3,1,87,8,0
13,21,12,1,16,1,1,87,6,0
13,22,17,13,17,17,0,87,0,0
13,23,3,1,2,10,1,87,1,0
13,24,18,2,3,11,1,87,7,0
13,25,19,2,17,9,2,87,7,0
13,26,-1,-1,-1,-1,1,89,0,0
13,27,8,2,7,8,0,87,8,0
13,28,0,1,17,8,2,87,9,0
13,29,2,2,10,3,2,87,1,0
14,0,2,18,1,6,1,86,7,0
14,1,3,18,2,9,2,86,2,0
14,2,7,2,13,12,0,86,9,0
14,3,2,17,1,19,0,86,2,0
14,4,18,18,9,18,1,86,0,0
14,5,2,1,11,1,2,86,0,0
14,6,17,18,10,6,2,86,9,0
14,7,1,18,17,7,1,86,7,0
14,8,9,4,7,3,0,86,5,0
14,9,-1,-1,-1,-1,1,87,0,0
14,10,18,1,19,16,0,86,0,0
14,11,9,2,7,14,1,86,9,0
14,12,1,17,12,0,2,86,11,0
14,13,0,18,19,10,2,86,10,0
14,14,1,19,1,6,1,86,11,0
14,15,13,1,0,0,-1,86,6,0
14,16,4,18,2,17,2,86,2,0
14,17,1,2,13,11,2,86,9,0
14,18,1,0,17,8,2,86,11,0
14,19,9,3,1,3,2,86,7,0
14,20,19,1,13,3,1,86,9,0
14,21,12,1,16,1,1,86,7,0
14,22,17,14,17,17,0,86,0,0
14,23,3,1,2,10,1,86,2,0
14,24,18,2,3,11,1,86,8,0
14,25,19,2,17,9,2,86,8,0
14,26,-1,-1,-1,-1,1,89,0,0
14,27,8,2,7,8,0,86,9,0
14,28,0,1,17,8,2,86,10,0
14,29,2,2,10,3,2,86,2,0
15,0,2,18,1,6,1,85,8,0
15,1,3,18,2,9,2,85,3,0
15,2,7,2,13,12,0,85,10,0
15,3,2,17,1,19,0,85,3,0
15,4,19,18,9,18,1,85,0,0
15,5,1,1,11,1,2,85,0,0
15,6,17,18,10,6,2,85,10,0
15,7,1,18,17,7,1,85,8,0
15,8,9,4,7,3,0,85,6,0
15,9,-1,-1,-1,-1,1,87,0,0
15,10,18,0,19,16,0,85,0,0
15,11,9,2,7,14,1,85,10,0
15,12,1,17,12,0,2,85,12,0
15,13,0,18,19,10,2,85,11,0
15,14,1,19,1,6,1,85,12,0
15,15,13,1,0,0,-1,85,7,0
15,16,4,18,2,17,2,85,3,0
15,17,1,2,13,11,2,85,10,0
15,18,1,0,17,8,2,85,12,0
15,19,9,3,1,3,2,85,8,0
15,20,19,1,13,3,1,85,10,0
15,21,12,1,16,1,1,85,8,0
15,22,17,15,17,17,0,85,0,0
15,23,3,1,2,10,1,85,3,0
15,24,18,2,3,11,1,85,9,0
15,25,19,2,17,9,2,85,9,0
15,26,-1,-1,-1,-1,1,89,0,0
15,27,8,2,7,8,0,85,10,0
15,28,0,1,17,8,2,85,11,0
15,29,2,2,10,3,2,85,3,0
16,0,2,18,1,6,1,84,9,0
16,1,3,18,2,9,2,84,4,0
16,2,7,2,13,12,0,84,11,0
16,3,2,17,1,19,0,84,4,0
16,4,18,18,9,18,1,84,0,0
16,5,2,1,11,1,2,84,0,0
16,6,17,18,10,6,2,84,11,0
16,7,1,18,17,7,1,84,9,0
16,8,9,4,7,3,0,84,7,0
16,9,-1,-1,-1,-1,1,87,0,0
16,10,18,1,19,16,0,84,0,0
16,11,9,2,7,14,1,84,11,0
16,12,1,17,12,0,2,84,13,0
16,13,0,18,19,10,2,84,12,0
16,14,1,19,1,6,1,84,13,0
16,15,13,1,0,0,-1,84,8,0
16,16,4,18,2,17,2,84,4,0
16,17,1,2,13,11,2,84,11,0
16,18,1,0,17,8,2,84,13,0
16,19,9,3,1,3,2,84,9,0
16,20,19,1,13,3,1,84,11,0
16,21,12,1,16,1,1,84,9,0
16,22,17,16,17,17,0,84,0,0
16,23,3,1,2,10,1,84,4,0
16,24,18,2,3,11,1,84,10,0
16,25,19,2,17,9,2,84,10,0
16,26,-1,-1,-1,-1,1,89,0,0
16,27,8,2,7,8,0,84,11,0
16,28,0,1,17,8,2,84,12,0
16,29,2,2,10,3,2,84,4,0
17,0,2,18,1,6,1,83,10,0
17,1,3,18,2,9,2,83,5,0
17,2,7,2,13,12,0,83,12,0
17,3,2,17,1,19,0,83,5,0
17,4,18,19,9,18,1,83,0,0
17,5,1,1,11,1,2,83,0,0
17,6,17,18,10,6,2,83,12,0
17,7,1,18,17,7,1,83,10,0
17,8,9,4,7,3,0,83,8,0
17,9,-1,-1,-1,-1,1,87,0,0
17,10,17,1,19,16,0,83,0,0
17,11,9,2,7,14,1,83,12,0
17,12,1,17,12,0,2,83,14,0
17,13,0,18,19,10,2,83,13,0
17,14,1,19,1,6,1,83,14,0
17,15,13,1,0,0,-1,83,9,0
17,16,4,18,2,17,2,83,5,0
17,17,1,2,13,11,2,83,12,0
17,18,1,0,17,8,2,83,14,0
17,19,9,3,1,3,2,83,10,0
17,20,19,1,13,3,1,83,12,0
17,21,12,1,16,1,1,83,10,0
17,22,17,17,17,17,0,83,0,0
17,23,3,1,2,10,1,83,5,0
17,24,18,2,3,11,1,83,11,0
17,25,19,2,17,9,2,83,11,0
17,26,-1,-1,-1,-1,1,89,0,0
17,27,8,2,7,8,0,83,12,0
17,28,0,1,17,8,2,83,13,0
17,29,2,2,10,3,2,83,5,0
18,0,2,18,1,6,1,82,11,0
18,1,3,18,2,9,2,82,6,0
18,2,7,2,13,12,0,82,13,0
18,3,2,17,1,19,0,82,6,0
18,4,18,18,9,18,1,82,0,0
18,5,2,1,11,1,2,82,0,0
18,6,17,18,10,6,2,82,13,0
18,7,1,18,17,7,1,82,11,0
18,8,9,4,7,3,0,82,9,0
18,9,-1,-1,-1,-1,1,87,0,0
18,10,18,1,19,16,0,82,0,0
18,11,9,2,7,14,1,82,13,0
18,12,1,17,12,0,2,82,15,0
18,13,0,18,19,10,2,82,14,0
18,14,1,19,1,6,1,82,15,0
18,15,13,1,0,0,-1,82,10,0
18,16,4,18,2,17,2,82,6,0
18,17,1,2,13,11,2,82,13,0
18,18,1,0,17,8,2,82,15,0
18,19,9,3,1,3,2,82,11,0
18,20,19,1,13,3,1,82,13,0
18,21,12,1,16,1,1,82,11,0
18,22,-1,-1,-1,-1,0,83,0,0
18,23,3,1,2,10,1,82,6,0
18,24,18,2,3,11,1,82,12,0
18,25,19,2,17,9,2,82,12,0
18,26,-1,-1,-1,-1,1,89,0,0
18,27,8,2,7,8,0,82,13,0
18,28,0,1,17,8,2,82,14,0
18,29,2,2,10,3,2,82,6,0
19,0,2,18,1,6,1,81,12,0
19,1,3,18,2,9,2,81,7,0
19,2,7,2,13,12,0,81,14,0
19,3,2,17,1,19,0,81,7,0
19,4,19,18,9,18,1,81,0,0
19,5,1,1,11,1,2,81,0,0
19,6,17,18,10,6,2,81,14,0
19,7,1,18,17,7,1,81,12,0
19,8,9,4,7,3,0,81,10,0
19,9,-1,-1,-1,-1,1,87,0,0
19,10,17,1,19,16,0,81,0,0
19,11,9,2,7,14,1,81,14,0
19,12,1,17,12,0,2,81,16,0
19,13,0,18,19,10,2,81,15,0
19,14,1,19,1,6,1,81,16,0
19,15,13,1,0,0,-1,81,11,0
19,16,4,18,2,17,2,81,7,0
19,17,1,2,13,11,2,81,14,0
19,18,1,0,17,8,2,81,16,0
19,19,9,3,1,3,2,81,12,0
19,20,19,1,13,3,1,81,14,0
19,21,12,1,16,1,1,81,12,0
19,22,-1,-1,-1,-1,0,83,0,0
19,23,3,1,2,10,1,81,7,0
19,24,18,2,3,11,1,81,13,0
19,25,19,2,17,9,2,81,13,0
19,26,-1,-1,-1,-1,1,89,0,0
19,27,8,2,7,8,0,81,14,0
19,28,0,1,17,8,2,81,15,0
19,29,2,2,10,3,2,81,7,0
20,0,2,18,1,6,1,80,13,0
20,1,3,18,2,9,2,80,8,0
20,2,7,2,13,12,0,80,15,0
20,3,2,17,1,19,0,80,8,0
20,4,18,18,9,18,1,80,0,0
20,5,2,1,11,1,2,80,0,0
20,6,17,18,10,6,2,80,15,0
20,7,1,18,17,7,1,80,13,0
20,8,9,4,7,3,0,80,11,0
20,9,-1,-1,-1,-1,1,87,0,0
20,10,18,1,19,16,0,80,0,0
20,11,9,2,7,14,1,80,15,0
20,12,1,17,12,0,2,80,17,0
20,13,0,18,19,10,2,80,16,0
20,14,1,19,1,6,1,80,17,0
20,15,13,1,0,0,-1,80,12,0
20,16,4,18,2,17,2,80,8,0
20,17,1,2,13,11,2,80,15,0
20,18,1,0,17,8,2,80,17,0
20,19,9,3,1,3,2,80,13,0
20,20,19,1,13,3,1,80,15,0
20,21,12,1,16,1,1,80,13,0
20,22,-1,-1,-1,-1,0,83,0,0
20,23,3,1,2,10,1,80,8,0
20,24,18,2,3,11,1,80,14,0
20,25,19,2,17,9,2,80,14,0
20,26,-1,-1,-1,-1,1,89,0,0
20,27,8,2,7,8,0,80,15,0
20,28,0,1,17,8,2,80,16,0
20,29,2,2,10,3,2,80,8,0
21,0,2,18,1,6,1,79,14,0
21,1,3,18,2,9,2,79,9,0
21,2,7,2,13,12,0,79,16,0
21,3,2,17,1,19,0,79,9,0
21,4,18,19,9,18,1,79,0,0
21,5,1,1,11,1,2,79,0,0
21,6,17,18,10,6,2,79,16,0
21,7,1,18,17,7,1,79,14,0
21,8,9,4,7,3,0,79,12,0
21,9,-1,-1,-1,-1,1,87,0,0
21,10,17,1,19,16,0,79,0,0
21,11,9,2,7,14,1,79,16,0
21,12,1,17,12,0,2,79,18,0
21,13,0,18,19,10,2,79,17,0
21,14,1,19,1,6,1,79,18,0
21,15,13,1,0,0,-1,79,13,0
21,16,4,18,2,17,2,79,9,0
21,17,1,2,13,11,2,79,16,0
21,18,1,0,17,8,2,79,18,0
21,19,9,3,1,3,2,79,14,0
21,20,19,1,13,3,1,79,16,0
21,21,12,1,16,1,1,79,14,0
21,22,-1,-1,-1,-1,0,83,0,0
21,23,3,1,2,10,1,79,9,0
21,24,18,2,3,11,1,79,15,0
21,25,19,2,17,9,2,79,15,0
21,26,-1,-1,-1,-1,1,89,0,0
21,27,8,2,7,8,0,79,16,0
21,28,0,1,17,8,2,79,17,0
21,29,2,2,10,3,2,79,9,0
22,0,2,18,1,6,1,78,15,0
22,1,3,18,2,9,2,78,10,0
22,2,7,2,13,12,0,78,17,0
22,3,2,17,1,19,0,78,10,0
22,4,18,18,9,18,1,78,0,0
22,5,2,1,11,1,2,78,0,0
22,6,17,18,10,6,2,78,17,0
22,7,1,18,17,7,1,78,15,0
22,8,9,4,7,3,0,78,13,0
22,9,-1,-1,-1,-1,1,87,0,0
22,10,18,1,19,16,0,78,0,0
22,11,9,2,7,14,1,78,17,0
22,12,1,17,12,0,2,78,19,0
22,13,0,18,19,10,2,78,18,0
22,14,1,19,1,6,1,78,19,0
22,15,13,1,0,0,-1,78,14,0
22,16,4,18,2,17,2,78,10,0
22,17,1,2,13,11,2,78,17,0
22,18,1,0,17,8,2,78,19,0
22,19,9,3,1,3,2,78,15,0
22,20,19,1,13,3,1,78,17,0
22,21,12,1,16,1,1,78,15,0
22,22,-1,-1,-1,-1,0,83,0,0
22,23,3,1,2,10,1,78,10,0
22,24,18,2,3,11,1,78,16,0
22,25,19,2,17,9,2,78,16,0
22,26,-1,-1,-1,-1,1,89,0,0
22,27,8,2,7,8,0,78,17,0
22,28,0,1,17,8,2,78,18,0
22,29,2,2,10,3,2,78,10,0
23,0,2,18,1,6,1,77,16,0
