step,id,x,y,gx,gy
16,18,8,19,14,19
16,19,18,10,19,12
16,20,6,10,14,19
16,21,13,18,14,18
16,22,17,2,17,2
16,23,17,12,1,0
16,24,-1,-1,-1,-1
16,25,-1,-1,-1,-1
16,26,17,11,1,15
16,27,7,18,7,16
16,28,15,17,6,5
16,29,13,1,19,4
17,0,5,17,17,15
17,1,13,16,6,12
17,2,-1,-1,-1,-1
17,3,6,17,3,6
17,4,8,2,7,9
17,5,-1,-1,-1,-1
17,6,7,12,9,2
17,7,7,15,9,7
17,8,11,15,11,2
17,9,-1,-1,-1,-1
17,10,17,18,18,4
17,11,-1,-1,-1,-1
17,12,2,8,2,10
17,13,12,2,5,5
17,14,7,11,13,17
17,15,10,1,14,7
17,16,10,3,3,10
17,17,7,10,16,18
17,18,9,19,14,19
17,19,18,11,19,12
17,20,6,10,14,19
17,21,14,18,14,18
17,22,-1,-1,-1,-1
17,23,17,13,1,0
17,24,-1,-1,-1,-1
17,25,-1,-1,-1,-1
17,26,17,11,1,15
17,27,6,18,7,16
17,28,14,17,6,5
17,29,13,2,19,4
18,0,5,16,17,15
18,1,13,17,6,12
18,2,-1,-1,-1,-1
18,3,7,17,3,6
18,4,7,2,7,9
18,5,-1,-1,-1,-1
18,6,6,12,9,2
18,7,7,16,9,7
18,8,11,14,11,2
18,9,-1,-1,-1,-1
18,10,18,18,18,4
18,11,-1,-1,-1,-1
18,12,2,9,2,10
18,13,11,2,5,5
18,14,6,11,13,17
18,15,11,1,14,7
18,16,9,3,3,10
18,17,7,9,16,18
18,18,10,19,14,19
18,19,19,11,19,12
18,20,6,10,14,19
18,21,-1,-1,-1,-1
18,22,-1,-1,-1,-1
18,23,17,12,1,0
18,24,-1,-1,-1,-1
18,25,-1,-1,-1,-1
18,26,17,11,1,15
18,27,7,18,7,16
18,28,14,17,6,5
18,29,14,2,19,4
19,0,6,16,17,15
19,1,12,17,6,12
19,2,-1,-1,-1,-1
19,3,6,17,3,6
19,4,7,3,7,9
19,5,-1,-1,-1,-1
19,6,7,12,9,2
19,7,7,15,9,7
19,8,11,13,11,2
19,9,-1,-1,-1,-1
19,10,18,17,18,4
19,11,-1,-1,-1,-1
19,12,2,10,2,10
19,13,10,2,5,5
19,14,7,11,13,17
19,15,12,1,14,7
19,16,9,2,3,10
19,17,7,10,16,18
19,18,11,19,14,19
19,19,19,12,19,12
19,20,6,10,14,19
19,21,-1,-1,-1,-1
19,22,-1,-1,-1,-1
19,23,17,13,1,0
19,24,-1,-1,-1,-1
19,25,-1,-1,-1,-1
19,26,18,11,1,15
19,27,6,18,7,16
19,28,15,17,6,5
19,29,15,2,19,4
20,0,7,16,17,15
20,1,11,17,6,12
20,2,-1,-1,-1,-1
20,3,5,17,3,6
20,4,7,4,7,9
20,5,-1,-1,-1,-1
20,6,6,12,9,2
20,7,7,15,9,7
20,8,11,12,11,2
20,9,-1,-1,-1,-1
20,10,18,16,18,4
20,11,-1,-1,-1,-1
20,12,-1,-1,-1,-1
20,13,11,2,5,5
20,14,6,11,13,17
20,15,13,1,14,7
20,16,8,2,3,10
20,17,7,9,16,18
20,18,12,19,14,19
20,19,-1,-1,-1,-1
20,20,6,10,14,19
20,21,-1,-1,-1,-1
20,22,-1,-1,-1,-1
20,23,17,12,1,0
20,24,-1,-1,-1,-1
20,25,-1,-1,-1,-1
20,26,17,11,1,15
20,27,7,18,7,16
20,28,14,17,6,5
20,29,16,2,19,4
21,0,7,17,17,15
21,1,10,17,6,12
21,2,-1,-1,-1,-1
21,3,4,17,3,6
21,4,7,5,7,9
21,5,-1,-1,-1,-1
21,6,7,12,9,2
21,7,6,15,9,7
21,8,11,11,11,2
21,9,-1,-1,-1,-1
21,10,18,15,18,4
21,11,-1,-1,-1,-1
21,12,-1,-1,-1,-1
21,13,10,2,5,5
21,14,7,11,13,17
21,15,13,2,14,7
21,16,7,2,3,10
21,17,7,10,16,18
21,18,13,19,14,19
21,19,-1,-1,-1,-1
21,20,6,10,14,19
21,21,-1,-1,-1,-1
21,22,-1,-1,-1,-1
21,23,18,12,1,0
21,24,-1,-1,-1,-1
21,25,-1,-1,-1,-1
21,26,18,11,1,15
21,27,7,18,7,16
21,28,13,17,6,5
21,29,17,2,19,4
22,0,8,17,17,15
22,1,9,17,6,12
22,2,-1,-1,-1,-1
22,3,3,17,3,6
22,4,7,6,7,9
22,5,-1,-1,-1,-1
22,6,6,12,9,2
22,7,7,15,9,7
22,8,11,10,11,2
22,9,-1,-1,-1,-1
22,10,18,14,18,4
22,11,-1,-1,-1,-1
22,12,-1,-1,-1,-1
22,13,9,2,5,5
22,14,6,11,13,17
22,15,14,2,14,7
22,16,6,2,3,10
22,17,7,9,16,18
22,18,14,19,14,19
22,19,-1,-1,-1,-1
22,20,6,10,14,19
22,21,-1,-1,-1,-1
22,22,-1,-1,-1,-1
22,23,17,12,1,0
22,24,-1,-1,-1,-1
22,25,-1,-1,-1,-1
22,26,17,11,1,15
22,27,6,18,7,16
22,28,12,17,6,5
22,29,17,3,19,4
23,0,8,18,17,15
23,1,9,18,6,12
23,2,-1,-1,-1,-1
23,3,3,16,3,6
23,4,7,7,7,9
23,5,-1,-1,-1,-1
23,6,7,12,9,2
23,7,7,16,9,7
23,8,11,9,11,2
23,9,-1,-1,-1,-1
23,10,18,13,18,4
23,11,-1,-1,-1,-1
23,12,-1,-1,-1,-1
23,13,8,2,5,5
23,14,7,11,13,17
23,15,14,3,14,7
23,16,5,2,3,10
23,17,7,10,16,18
23,18,-1,-1,-1,-1
23,19,-1,-1,-1,-1
23,20,6,10,14,19
23,21,-1,-1,-1,-1
23,22,-1,-1,-1,-1
23,23,18,12,1,0
23,24,-1,-1,-1,-1
23,25,-1,-1,-1,-1
23,26,18,11,1,15
23,27,7,18,7,16
23,28,11,17,6,5
23,29,18,3,19,4
24,0,8,17,17,15
24,1,9,17,6,12
24,2,-1,-1,-1,-1
24,3,3,15,3,6
24,4,7,8,7,9
24,5,-1,-1,-1,-1
24,6,6,12,9,2
24,7,7,17,9,7
24,8,11,8,11,2
24,9,-1,-1,-1,-1
24,10,17,13,18,4
24,11,-1,-1,-1,-1
24,12,-1,-1,-1,-1
24,13,7,2,5,5
24,14,6,11,13,17
24,15,14,4,14,7
24,16,4,2,3,10
24,17,7,9,16,18
24,18,-1,-1,-1,-1
24,19,-1,-1,-1,-1
24,20,6,10,14,19
24,21,-1,-1,-1,-1
24,22,-1,-1,-1,-1
24,23,17,12,1,0
24,24,-1,-1,-1,-1
24,25,-1,-1,-1,-1
24,26,17,11,1,15
24,27,7,18,7,16
24,28,10,17,6,5
24,29,18,4,19,4
25,0,8,18,17,15
25,1,9,18,6,12
25,2,-1,-1,-1,-1
25,3,3,14,3,6
25,4,7,7,7,9
25,5,-1,-1,-1,-1
25,6,7,12,9,2
25,7,7,16,9,7
25,8,11,7,11,2
25,9,-1,-1,-1,-1
25,10,18,13,18,4
25,11,-1,-1,-1,-1
25,12,-1,-1,-1,-1
25,13,6,2,5,5
25,14,7,11,13,17
25,15,14,5,14,7
25,16,3,2,3,10
25,17,7,10,16,18
25,18,-1,-1,-1,-1
25,19,-1,-1,-1,-1
25,20,6,10,14,19
25,21,-1,-1,-1,-1
25,22,-1,-1,-1,-1
25,23,18,12,1,0
25,24,-1,-1,-1,-1
25,25,-1,-1,-1,-1
25,26,18,11,1,15
25,27,6,18,7,16
25,28,10,18,6,5
25,29,19,4,19,4
26,0,8,17,17,15
26,1,9,17,6,12
26,2,-1,-1,-1,-1
26,3,3,13,3,6
26,4,7,8,7,9
26,5,-1,-1,-1,-1
26,6,7,13,9,2
26,7,7,17,9,7
26,8,11,6,11,2
26,9,-1,-1,-1,-1
26,10,19,13,18,4
26,11,-1,-1,-1,-1
26,12,-1,-1,-1,-1
26,13,5,2,5,5
26,14,6,11,13,17
26,15,14,6,14,7
26,16,3,3,3,10
26,17,7,9,16,18
26,18,-1,-1,-1,-1
26,19,-1,-1,-1,-1
26,20,6,10,14,19
26,21,-1,-1,-1,-1
26,22,-1,-1,-1,-1
26,23,17,12,1,0
26,24,-1,-1,-1,-1
26,25,-1,-1,-1,-1
26,26,17,11,1,15
26,27,7,18,7,16
26,28,10,17,6,5
26,29,-1,-1,-1,-1
27,0,8,18,17,15
27,1,9,18,6,12
27,2,-1,-1,-1,-1
27,3,3,12,3,6
27,4,7,7,7,9
27,5,-1,-1,-1,-1
27,6,7,12,9,2
27,7,6,17,9,7
27,8,11,5,11,2
27,9,-1,-1,-1,-1
27,10,19,12,18,4
27,11,-1,-1,-1,-1
27,12,-1,-1,-1,-1
27,13,5,3,5,5
27,14,6,12,13,17
27,15,14,7,14,7
27,16,3,4,3,10
27,17,7,10,16,18
27,18,-1,-1,-1,-1
27,19,-1,-1,-1,-1
27,20,6,10,14,19
27,21,-1,-1,-1,-1
27,22,-1,-1,-1,-1
27,23,18,12,1,0
27,24,-1,-1,-1,-1
27,25,-1,-1,-1,-1
27,26,18,11,1,15
27,27,7,18,7,16
27,28,10,18,6,5
27,29,-1,-1,-1,-1
28,0,8,17,17,15
28,1,9,17,6,12
28,2,-1,-1,-1,-1
28,3,3,11,3,6
28,4,7,8,7,9
28,5,-1,-1,-1,-1
28,6,7,11,9,2
28,7,7,17,9,7
28,8,11,4,11,2
28,9,-1,-1,-1,-1
28,10,19,11,18,4
28,11,-1,-1,-1,-1
28,12,-1,-1,-1,-1
28,13,5,4,5,5
28,14,6,13,13,17
28,15,-1,-1,-1,-1
28,16,3,5,3,10
28,17,7,10,16,18
28,18,-1,-1,-1,-1
28,19,-1,-1,-1,-1
28,20,6,11,14,19
28,21,-1,-1,-1,-1
28,22,-1,-1,-1,-1
28,23,17,12,1,0
28,24,-1,-1,-1,-1
28,25,-1,-1,-1,-1
28,26,17,11,1,15
28,27,7,18,7,16
28,28,10,17,6,5
28,29,-1,-1,-1,-1
29,0,8,18,17,15
29,1,9,16,6,12
29,2,-1,-1,-1,-1
29,3,3,10,3,6
29,4,7,9,7,9
29,5,-1,-1,-1,-1
29,6,7,12,9,2
29,7,7,16,9,7
29,8,11,3,11,2
29,9,-1,-1,-1,-1
29,10,18,11,18,4
29,11,-1,-1,-1,-1
29,12,-1,-1,-1,-1
29,13,5,5,5,5
29,14,6,14,13,17
29,15,-1,-1,-1,-1
29,16,3,6,3,10
29,17,7,10,16,18
29,18,-1,-1,-1,-1
29,19,-1,-1,-1,-1
29,20,6,12,14,19
29,21,-1,-1,-1,-1
29,22,-1,-1,-1,-1
29,23,17,13,1,0
29,24,-1,-1,-1,-1
29,25,-1,-1,-1,-1
29,26,17,11,1,15
29,27,6,18,7,16
29,28,11,17,6,5
29,29,-1,-1,-1,-1
30,0,9,18,17,15
30,1,9,17,6,12
30,2,-1,-1,-1,-1
30,3,3,9,3,6
30,4,-1,-1,-1,-1
30,5,-1,-1,-1,-1
30,6,7,11,9,2
30,7,7,17,9,7
30,8,11,2,11,2
30,9,-1,-1,-1,-1
30,10,18,10,18,4
30,11,-1,-1,-1,-1
30,12,-1,-1,-1,-1
30,13,-1,-1,-1,-1
30,14,6,15,13,17
30,15,-1,-1,-1,-1
30,16,3,7,3,10
30,17,7,10,16,18
30,18,-1,-1,-1,-1
30,19,-1,-1,-1,-1
30,20,6,13,14,19
30,21,-1,-1,-1,-1
30,22,-1,-1,-1,-1
30,23,17,12,1,0
30,24,-1,-1,-1,-1
30,25,-1,-1,-1,-1
30,26,17,11,1,15
30,27,7,18,7,16
30,28,10,17,6,5
30,29,-1,-1,-1,-1
31,0,10,18,17,15
31,1,8,17,6,12
31,2,-1,-1,-1,-1
31,3,3,8,3,6
31,4,-1,-1,-1,-1
31,5,-1,-1,-1,-1
31,6,6,11,9,2
31,7,7,17,9,7
31,8,-1,-1,-1,-1
31,9,-1,-1,-1,-1
31,10,18,9,18,4
31,11,-1,-1,-1,-1
31,12,-1,-1,-1,-1
31,13,-1,-1,-1,-1
31,14,7,15,13,17
31,15,-1,-1,-1,-1
31,16,3,7,3,10
31,17,7,9,16,18
31,18,-1,-1,-1,-1
31,19,-1,-1,-1,-1
31,20,6,14,14,19
31,21,-1,-1,-1,-1
31,22,-1,-1,-1,-1
31,23,18,12,1,0
31,24,-1,-1,-1,-1
31,25,-1,-1,-1,-1
31,26,18,11,1,15
31,27,8,18,7,16
31,28,10,17,6,5
31,29,-1,-1,-1,-1
32,0,11,18,17,15
32,1,9,17,6,12
32,2,-1,-1,-1,-1
32,3,2,8,3,6
32,4,-1,-1,-1,-1
32,5,-1,-1,-1,-1
32,6,7,11,9,2
32,7,7,16,9,7
32,8,-1,-1,-1,-1
32,9,-1,-1,-1,-1
32,10,18,8,18,4
32,11,-1,-1,-1,-1
32,12,-1,-1,-1,-1
32,13,-1,-1,-1,-1
32,14,7,15,13,17
32,15,-1,-1,-1,-1
32,16,2,7,3,10
32,17,7,10,16,18
32,18,-1,-1,-1,-1
32,19,-1,-1,-1,-1
32,20,6,15,14,19
32,21,-1,-1,-1,-1
32,22,-1,-1,-1,-1
32,23,17,12,1,0
32,24,-1,-1,-1,-1
32,25,-1,-1,-1,-1
32,26,17,11,1,15
32,27,7,18,7,16
32,28,10,17,6,5
32,29,-1,-1,-1,-1
33,0,12,18,17,15
33,1,8,17,6,12
33,2,-1,-1,-1,-1
33,3,3,8,3,6
33,4,-1,-1,-1,-1
33,5,-1,-1,-1,-1
33,6,6,11,9,2
33,7,7,17,9,7
33,8,-1,-1,-1,-1
33,9,-1,-1,-1,-1
33,10,18,7,18,4
33,11,-1,-1,-1,-1
33,12,-1,-1,-1,-1
33,13,-1,-1,-1,-1
33,14,7,14,13,17
33,15,-1,-1,-1,-1
33,16,3,7,3,10
33,17,7,9,16,18
33,18,-1,-1,-1,-1
33,19,-1,-1,-1,-1
33,20,6,16,14,19
33,21,-1,-1,-1,-1
33,22,-1,-1,-1,-1
33,23,18,12,1,0
33,24,-1,-1,-1,-1
33,25,-1,-1,-1,-1
33,26,18,11,1,15
33,27,7,18,7,16
33,28,10,18,6,5
33,29,-1,-1,-1,-1
34,0,13,18,17,15
34,1,8,18,6,12
34,2,-1,-1,-1,-1
34,3,2,8,3,6
34,4,-1,-1,-1,-1
34,5,-1,-1,-1,-1
34,6,7,11,9,2
34,7,6,17,9,7
34,8,-1,-1,-1,-1
34,9,-1,-1,-1,-1
34,10,18,6,18,4
34,11,-1,-1,-1,-1
34,12,-1,-1,-1,-1
34,13,-1,-1,-1,-1
34,14,7,15,13,17
34,15,-1,-1,-1,-1
34,16,2,7,3,10
34,17,7,10,16,18
34,18,-1,-1,-1,-1
34,19,-1,-1,-1,-1
34,20,6,16,14,19
34,21,-1,-1,-1,-1
34,22,-1,-1,-1,-1
34,23,17,12,1,0
34,24,-1,-1,-1,-1
34,25,-1,-1,-1,-1
34,26,17,11,1,15
34,27,7,18,7,16
34,28,9,18,6,5
34,29,-1,-1,-1,-1
35,0,14,18,17,15
35,1,8,17,6,12
35,2,-1,-1,-1,-1
35,3,3,8,3,6
35,4,-1,-1,-1,-1
35,5,-1,-1,-1,-1
35,6,6,11,9,2
35,7,7,17,9,7
35,8,-1,-1,-1,-1
35,9,-1,-1,-1,-1
35,10,18,5,18,4
35,11,-1,-1,-1,-1
35,12,-1,-1,-1,-1
35,13,-1,-1,-1,-1
35,14,7,16,13,17
35,15,-1,-1,-1,-1
35,16,3,7,3,10
35,17,7,9,16,18
35,18,-1,-1,-1,-1
35,19,-1,-1,-1,-1
35,20,6,16,14,19
35,21,-1,-1,-1,-1
35,22,-1,-1,-1,-1
35,23,18,12,1,0
35,24,-1,-1,-1,-1
35,25,-1,-1,-1,-1
35,26,18,11,1,15
