step,id,x,y,gx,gy,priority,battery,blocked
6,5,18,2,3,11,2,94,0
6,6,1,6,18,0,0,94,0
6,7,9,16,6,16,0,94,0
6,8,11,11,19,17,1,94,0
6,9,7,2,11,9,1,94,0
6,10,13,10,14,7,0,94,0
6,11,1,2,15,13,2,94,0
6,12,1,17,0,19,2,94,0
6,13,3,1,14,4,2,94,0
6,14,17,6,0,1,0,94,0
6,15,18,19,10,4,0,95,1
6,16,18,1,6,13,2,95,1
6,17,15,0,16,0,1,94,0
6,18,7,5,13,2,2,94,0
6,19,17,1,1,13,1,96,2
6,20,11,10,0,17,0,94,0
6,21,5,1,3,19,2,96,2
6,22,3,18,6,9,1,94,0
6,23,1,18,1,17,2,94,0
6,24,1,19,17,7,0,95,1
6,25,14,1,10,18,2,94,0
6,26,6,18,6,17,2,94,0
6,27,9,3,16,2,0,94,0
6,28,-1,-1,-1,-1,2,100,0
6,29,6,5,4,17,0,94,0
7,0,9,1,15,1,0,94,1
7,1,5,4,13,2,2,93,0
7,2,4,1,2,13,1,94,1
7,3,15,2,10,1,2,93,0
7,4,15,16,13,9,0,93,0
7,5,18,2,3,11,2,94,1
7,6,1,5,18,0,0,93,0
7,7,9,17,6,16,0,93,0
7,8,11,12,19,17,1,93,0
7,9,8,2,11,9,1,93,0
7,10,13,9,14,7,0,93,0
7,11,1,1,15,13,2,93,0
7,12,1,17,0,19,2,94,1
7,13,2,1,14,4,2,93,0
7,14,17,5,0,1,0,93,0
7,15,18,18,10,4,0,94,1
7,16,18,0,6,13,2,94,1
7,17,16,0,16,0,1,93,0
7,18,7,4,13,2,2,93,0
7,19,18,1,1,13,1,95,2
7,20,11,11,0,17,0,93,0
7,21,5,1,3,19,2,96,3
7,22,2,18,6,9,1,93,0
7,23,0,18,1,17,2,93,0
7,24,1,18,17,7,0,94,1
7,25,15,1,10,18,2,93,0
7,26,5,18,6,17,2,93,0
7,27,9,2,16,2,0,93,0
7,28,-1,-1,-1,-1,2,100,0
7,29,6,6,4,17,0,93,0
8,0,10,1,15,1,0,93,1
8,1,5,3,13,2,2,92,0
8,2,3,1,2,13,1,93,1
8,3,16,2,10,1,2,92,0
8,4,15,15,13,9,0,92,0
8,5,18,2,3,11,2,94,2
8,6,1,4,18,0,0,92,0
8,7,8,17,6,16,0,92,0
8,8,11,13,19,17,1,92,0
8,9,8,2,11,9,1,93,1
8,10,13,8,14,7,0,92,0
8,11,1,2,15,13,2,92,0
8,12,1,17,0,19,2,94,2
8,13,1,1,14,4,2,92,0
8,14,17,4,0,1,0,92,0
8,15,18,19,10,4,0,93,1
8,16,18,0,6,13,2,94,2
8,17,-1,-1,-1,-1,1,100,0
8,18,7,3,13,2,2,92,0
8,19,17,1,1,13,1,94,2
8,20,11,12,0,17,0,92,0
8,21,4,1,3,19,2,95,3
8,22,2,18,6,9,1,93,1
8,23,0,18,1,17,2,93,1
8,24,1,19,17,7,0,93,1
8,25,16,1,10,18,2,92,0
8,26,4,18,6,17,2,92,0
8,27,10,2,16,2,0,92,0
8,28,-1,-1,-1,-1,2,100,0
8,29,6,7,4,17,0,92,0
9,0,11,1,15,1,0,92,1
9,1,5,2,13,2,2,91,0
9,2,2,1,2,13,1,92,1
9,3,17,2,10,1,2,91,0
9,4,15,14,13,9,0,91,0
9,5,18,1,3,11,2,93,2
9,6,1,3,18,0,0,91,0
9,7,7,17,6,16,0,91,0
9,8,11,14,19,17,1,91,0
9,9,9,2,11,9,1,92,1
9,10,13,7,14,7,0,91,0
9,11,1,2,15,13,2,92,1
9,12,1,18,0,19,2,93,2
9,13,1,0,14,4,2,91,0
9,14,17,3,0,1,0,91,0
9,15,18,18,10,4,0,92,1
9,16,18,0,6,13,2,94,3
9,17,-1,-1,-1,-1,1,100,0
9,18,7,2,13,2,2,91,0
9,19,17,1,1,13,1,94,3
9,20,11,13,0,17,0,91,0
9,21,3,1,3,19,2,94,3
9,22,2,18,6,9,1,93,2
9,23,0,18,1,17,2,93,2
9,24,1,19,17,7,0,93,2
9,25,16,1,10,18,2,92,1
9,26,3,18,6,17,2,91,0
9,27,11,2,16,2,0,91,0
9,28,-1,-1,-1,-1,2,100,0
9,29,6,8,4,17,0,91,0
10,0,12,1,15,1,0,91,1
10,1,5,1,13,2,2,90,0
10,2,1,1,2,13,1,91,1
10,3,18,2,10,1,2,90,0
10,4,15,13,13,9,0,90,0
10,5,19,1,3,11,2,92,2
10,6,1,3,18,0,0,91,1
10,7,7,16,6,16,0,90,0
10,8,11,15,19,17,1,90,0
10,9,9,3,11,9,1,91,1
10,10,14,7,14,7,0,90,0
10,11,1,2,15,13,2,92,2
10,12,1,17,0,19,2,92,2
10,13,1,0,14,4,2,91,1
10,14,17,2,0,1,0,90,0
10,15,18,19,10,4,0,91,1
10,16,18,1,6,13,2,93,3
10,17,-1,-1,-1,-1,1,100,0
10,18,7,1,13,2,2,90,0
10,19,17,1,1,13,1,94,4
10,20,11,14,0,17,0,90,0
10,21,2,1,3,19,2,93,3
10,22,1,18,6,9,1,92,2
10,23,0,18,1,17,2,93,3
10,24,1,19,17,7,0,93,3
10,25,16,1,10,18,2,92,2
10,26,2,18,6,17,2,90,0
10,27,12,2,16,2,0,90,0
10,28,-1,-1,-1,-1,2,100,0
10,29,6,9,4,17,0,90,0
11,0,13,1,15,1,0,90,1
11,1,4,1,13,2,2,89,0
11,2,0,1,2,13,1,90,1
11,3,18,2,10,1,2,90,1
11,4,15,12,13,9,0,89,0
11,5,19,1,3,11,2,92,3
11,6,1,3,18,0,0,91,2
11,7,6,16,6,16,0,89,0
11,8,11,16,19,17,1,89,0
11,9,9,4,11,9,1,90,1
11,10,-1,-1,-1,-1,0,100,0
11,11,1,1,15,13,2,91,2
11,12,1,17,0,19,2,92,3
11,13,1,0,14,4,2,91,2
11,14,16,2,0,1,0,89,0
11,15,18,18,10,4,0,90,1
11,16,18,0,6,13,2,92,3
11,17,-1,-1,-1,-1,1,100,0
11,18,6,1,13,2,2,89,0
11,19,18,1,1,13,1,93,4
11,20,11,15,0,17,0,89,0
11,21,2,1,3,19,2,93,4
11,22,1,18,6,9,1,92,3
11,23,0,18,1,17,2,93,4
11,24,1,19,17,7,0,93,4
11,25,17,1,10,18,2,91,2
11,26,2,18,6,17,2,90,1
11,27,13,2,16,2,0,89,0
11,28,-1,-1,-1,-1,2,100,0
11,29,6,10,4,17,0,89,0
12,0,14,1,15,1,0,89,1
12,1,3,1,13,2,2,88,0
12,2,0,1,2,13,1,90,2
12,3,18,2,10,1,2,90,2
12,4,15,11,13,9,0,88,0
12,5,19,1,3,11,2,92,4
12,6,1,2,18,0,0,90,2
12,7,-1,-1,-1,-1,0,100,0
12,8,11,17,19,17,1,88,0
12,9,9,5,11,9,1,89,1
12,10,-1,-1,-1,-1,0,100,0
12,11,1,1,15,13,2,91,3
12,12,1,17,0,19,2,92,4
12,13,1,0,14,4,2,91,3
12,14,16,1,0,1,0,88,0
12,15,18,19,10,4,0,89,1
12,16,18,0,6,13,2,92,4
12,17,-1,-1,-1,-1,1,100,0
12,18,5,1,13,2,2,88,0
12,19,18,1,1,13,1,93,5
12,20,11,16,0,17,0,88,0
12,21,2,1,3,19,2,93,5
12,22,1,18,6,9,1,92,4
12,23,0,18,1,17,2,93,5
12,24,1,19,17,7,0,93,5
12,25,17,1,10,18,2,91,3
12,26,2,18,6,17,2,90,2
12,27,14,2,16,2,0,88,0
12,28,-1,-1,-1,-1,2,100,0
12,29,6,11,4,17,0,88,0
13,0,15,1,15,1,0,88,1
13,1,3,1,13,2,2,88,1
13,2,0,1,2,13,1,90,3
13,3,18,2,10,1,2,90,3
13,4,15,10,13,9,0,87,0
13,5,19,1,3,11,2,92,5
13,6,1,2,18,0,0,90,3
13,7,-1,-1,-1,-1,0,100,0
13,8,11,18,19,17,1,87,0
13,9,9,6,11,9,1,88,1
13,10,-1,-1,-1,-1,0,100,0
13,11,1,1,15,13,2,91,4
13,12,1,17,0,19,2,92,5
13,13,1,0,14,4,2,91,4
13,14,16,1,0,1,0,88,1
13,15,18,18,10,4,0,88,1
13,16,18,0,6,13,2,92,5
13,17,-1,-1,-1,-1,1,100,0
13,18,4,1,13,2,2,87,0
13,19,18,1,1,13,1,93,6
13,20,11,17,0,17,0,87,0
13,21,2,1,3,19,2,93,6
13,22,1,18,6,9,1,92,5
13,23,0,18,1,17,2,93,6
13,24,1,19,17,7,0,93,6
13,25,17,1,10,18,2,91,4
13,26,2,18,6,17,2,90,3
13,27,15,2,16,2,0,87,0
13,28,-1,-1,-1,-1,2,100,0
13,29,6,12,4,17,0,87,0
14,0,-1,-1,-1,-1,0,100,1
14,1,3,1,13,2,2,88,2
14,2,0,1,2,13,1,90,4
14,3,18,2,10,1,2,90,4
14,4,15,9,13,9,0,86,0
14,5,19,1,3,11,2,92,6
14,6,1,2,18,0,0,90,4
14,7,-1,-1,-1,-1,0,100,0
14,8,12,18,19,17,1,86,0
14,9,9,7,11,9,1,87,1
14,10,-1,-1,-1,-1,0,100,0
14,11,1,1,15,13,2,91,5
14,12,1,17,0,19,2,92,6
14,13,1,0,14,4,2,91,5
14,14,15,1,0,1,0,87,1
14,15,18,19,10,4,0,87,1
14,16,18,0,6,13,2,92,6
14,17,-1,-1,-1,-1,1,100,0
14,18,4,1,13,2,2,87,1
14,19,18,1,1,13,1,93,7
14,20,10,17,0,17,0,86,0
14,21,2,1,3,19,2,93,7
14,22,1,18,6,9,1,92,6
14,23,0,18,1,17,2,93,7
14,24,1,19,17,7,0,93,7
14,25,17,1,10,18,2,91,5
14,26,2,18,6,17,2,90,4
14,27,16,2,16,2,0,86,0
14,28,-1,-1,-1,-1,2,100,0
14,29,6,13,4,17,0,86,0
15,0,-1,-1,-1,-1,0,100,1
15,1,3,1,13,2,2,88,3
15,2,0,1,2,13,1,90,5
15,3,18,2,10,1,2,90,5
15,4,14,9,13,9,0,85,0
15,5,19,1,3,11,2,92,7
15,6,1,2,18,0,0,90,5
15,7,-1,-1,-1,-1,0,100,0
15,8,13,18,19,17,1,85,0
15,9,9,8,11,9,1,86,1
15,10,-1,-1,-1,-1,0,100,0
15,11,1,1,15,13,2,91,6
15,12,1,17,0,19,2,92,7
15,13,1,0,14,4,2,91,6
15,14,14,1,0,1,0,86,1
15,15,18,18,10,4,0,86,1
15,16,18,0,6,13,2,92,7
15,17,-1,-1,-1,-1,1,100,0
15,18,4,1,13,2,2,87,2
15,19,18,1,1,13,1,93,8
15,20,9,17,0,17,0,85,0
15,21,2,1,3,19,2,93,8
15,22,1,18,6,9,1,92,7
15,23,0,18,1,17,2,93,8
15,24,1,19,17,7,0,93,8
15,25,17,1,10,18,2,91,6
15,26,2,18,6,17,2,90,5
15,27,-1,-1,-1,-1,0,100,0
15,28,-1,-1,-1,-1,2,100,0
15,29,6,14,4,17,0,85,0
16,0,-1,-1,-1,-1,0,100,1
16,1,3,1,13,2,2,88,4
16,2,0,1,2,13,1,90,6
16,3,18,2,10,1,2,90,6
16,4,13,9,13,9,0,84,0
16,5,19,1,3,11,2,92,8
16,6,1,2,18,0,0,90,6
16,7,-1,-1,-1,-1,0,100,0
16,8,14,18,19,17,1,84,0
16,9,9,9,11,9,1,85,1
16,10,-1,-1,-1,-1,0,100,0
16,11,1,1,15,13,2,91,7
16,12,1,17,0,19,2,92,8
16,13,1,0,14,4,2,91,7
16,14,13,1,0,1,0,85,1
16,15,18,19,10,4,0,85,1
16,16,18,0,6,13,2,92,8
16,17,-1,-1,-1,-1,1,100,0
16,18,4,1,13,2,2,87,3
16,19,18,1,1,13,1,93,9
16,20,8,17,0,17,0,84,0
16,21,2,1,3,19,2,93,9
16,22,1,18,6,9,1,92,8
16,23,0,18,1,17,2,93,9
16,24,1,19,17,7,0,93,9
16,25,17,1,10,18,2,91,7
16,26,2,18,6,17,2,90,6
16,27,-1,-1,-1,-1,0,100,0
16,28,-1,-1,-1,-1,2,100,0
16,29,6,15,4,17,0,84,0
17,0,-1,-1,-1,-1,0,100,1
17,1,3,1,13,2,2,88,5
17,2,0,1,2,13,1,90,7
17,3,18,2,10,1,2,90,7
17,4,-1,-1,-1,-1,0,100,0
17,5,19,1,3,11,2,92,9
17,6,1,2,18,0,0,90,7
17,7,-1,-1,-1,-1,0,100,0
17,8,15,18,19,17,1,83,0
17,9,10,9,11,9,1,84,1
17,10,-1,-1,-1,-1,0,100,0
17,11,1,1,15,13,2,91,8
17,12,1,17,0,19,2,92,9
17,13,1,0,14,4,2,91,8
17,14,12,1,0,1,0,84,1
17,15,18,18,10,4,0,84,1
17,16,18,0,6,13,2,92,9
17,17,-1,-1,-1,-1,1,100,0
17,18,4,1,13,2,2,87,4
17,19,18,1,1,13,1,93,10
17,20,7,17,0,17,0,83,0
17,21,2,1,3,19,2,93,10
17,22,1,18,6,9,1,92,9
17,23,0,18,1,17,2,93,10
17,24,1,19,17,7,0,93,10
17,25,17,1,10,18,2,91,8
17,26,2,18,6,17,2,90,7
17,27,-1,-1,-1,-1,0,100,0
17,28,-1,-1,-1,-1,2,100,0
17,29,6,16,4,17,0,83,0
18,0,-1,-1,-1,-1,0,100,1
18,1,3,1,13,2,2,88,6
18,2,0,1,2,13,1,90,8
18,3,18,2,10,1,2,90,8
18,4,-1,-1,-1,-1,0,100,0
18,5,19,1,3,11,2,92,10
18,6,1,2,18,0,0,90,8
18,7,-1,-1,-1,-1,0,100,0
18,8,16,18,19,17,1,82,0
18,9,11,9,11,9,1,83,1
18,10,-1,-1,-1,-1,0,100,0
18,11,1,1,15,13,2,91,9
18,12,1,17,0,19,2,92,10
18,13,1,0,14,4,2,91,9
18,14,11,1,0,1,0,83,1
18,15,18,19,10,4,0,83,1
18,16,18,0,6,13,2,92,10
18,17,-1,-1,-1,-1,1,100,0
18,18,4,1,13,2,2,87,5
18,19,18,1,1,13,1,93,11
18,20,6,17,0,17,0,82,0
18,21,2,1,3,19,2,93,11
18,22,1,18,6,9,1,92,10
18,23,0,18,1,17,2,93,11
18,24,1,19,17,7,0,93,11
18,25,17,1,10,18,2,91,9
18,26,2,18,6,17,2,90,8
18,27,-1,-1,-1,-1,0,100,0
18,28,-1,-1,-1,-1,2,100,0
18,29,5,16,4,17,0,82,0
19,0,-1,-1,-1,-1,0,100,1
19,1,3,1,13,2,2,88,7
19,2,0,1,2,13,1,90,9
19,3,18,2,10,1,2,90,9
19,4,-1,-1,-1,-1,0,100,0
19,5,19,1,3,11,2,92,11
19,6,1,2,18,0,0,90,9
19,7,-1,-1,-1,-1,0,100,0
19,8,17,18,19,17,1,81,0
19,9,-1,-1,-1,-1,1,100,1
19,10,-1,-1,-1,-1,0,100,0
19,11,1,1,15,13,2,91,10
19,12,1,17,0,19,2,92,11
19,13,1,0,14,4,2,91,10
19,14,10,1,0,1,0,82,1
19,15,18,18,10,4,0,82,1
19,16,18,0,6,13,2,92,11
19,17,-1,-1,-1,-1,1,100,0
19,18,4,1,13,2,2,87,6
19,19,18,1,1,13,1,93,12
19,20,5,17,0,17,0,81,0
19,21,2,1,3,19,2,93,12
19,22,1,18,6,9,1,92,11
19,23,0,18,1,17,2,93,12
19,24,1,19,17,7,0,93,12
19,25,17,1,10,18,2,91,10
19,26,2,18,6,17,2,90,9
19,27,-1,-1,-1,-1,0,100,0
19,28,-1,-1,-1,-1,2,100,0
19,29,5,16,4,17,0,82,1
20,0,-1,-1,-1,-1,0,100,1
20,1,3,1,13,2,2,88,8
20,2,0,1,2,13,1,90,10
20,3,18,2,10,1,2,90,10
20,4,-1,-1,-1,-1,0,100,0
20,5,19,1,3,11,2,92,12
20,6,1,2,18,0,0,90,10
20,7,-1,-1,-1,-1,0,100,0
20,8,17,18,19,17,1,81,1
20,9,-1,-1,-1,-1,1,100,1
20,10,-1,-1,-1,-1,0,100,0
20,11,1,1,15,13,2,91,11
20,12,1,17,0,19,2,92,12
20,13,1,0,14,4,2,91,11
20,14,9,1,0,1,0,81,1
20,15,18,19,10,4,0,81,1
20,16,18,0,6,13,2,92,12
20,17,-1,-1,-1,-1,1,100,0
20,18,4,1,13,2,2,87,7
20,19,18,1,1,13,1,93,13
20,20,4,17,0,17,0,80,0
20,21,2,1,3,19,2,93,13
20,22,1,18,6,9,1,92,12
20,23,0,18,1,17,2,93,13
20,24,1,19,17,7,0,93,13
20,25,17,1,10,18,2,91,11
20,26,2,18,6,17,2,90,10
20,27,-1,-1,-1,-1,0,100,0
20,28,-1,-1,-1,-1,2,100,0
20,29,5,17,4,17,0,81,1
21,0,-1,-1,-1,-1,0,100,1
21,1,3,1,13,2,2,88,9
21,2,0,1,2,13,1,90,11
21,3,18,2,10,1,2,90,11
21,4,-1,-1,-1,-1,0,100,0
21,5,19,1,3,11,2,92,13
21,6,1,2,18,0,0,90,11
21,7,-1,-1,-1,-1,0,100,0
21,8,18,18,19,17,1,80,1
21,9,-1,-1,-1,-1,1,100,1
21,10,-1,-1,-1,-1,0,100,0
21,11,1,1,15,13,2,91,12
21,12,1,17,0,19,2,92,13
21,13,1,0,14,4,2,91,12
21,14,8,1,0,1,0,80,1
21,15,18,19,10,4,0,81,2
21,16,18,0,6,13,2,92,13
21,17,-1,-1,-1,-1,1,100,0
21,18,4,1,13,2,2,87,8
21,19,18,1,1,13,1,93,14
21,20,3,17,0,17,0,79,0
21,21,2,1,3,19,2,93,14
21,22,1,18,6,9,1,92,13
21,23,0,18,1,17,2,93,14
21,24,1,19,17,7,0,93,14
21,25,17,1,10,18,2,91,12
21,26,2,18,6,17,2,90,11
21,27,-1,-1,-1,-1,0,100,0
21,28,-1,-1,-1,-1,2,100,0
21,29,4,17,4,17,0,80,1
22,0,-1,-1,-1,-1,0,100,1
22,1,3,1,13,2,2,88,10
22,2,0,1,2,13,1,90,12
22,3,18,2,10,1,2,90,12
22,4,-1,-1,-1,-1,0,100,0
22,5,19,1,3,11,2,92,14
22,6,1,2,18,0,0,90,12
22,7,-1,-1,-1,-1,0,100,0
22,8,18,17,19,17,1,79,1
22,9,-1,-1,-1,-1,1,100,1
22,10,-1,-1,-1,-1,0,100,0
22,11,1,1,15,13,2,91,13
22,12,1,17,0,19,2,92,14
22,13,1,0,14,4,2,91,13
22,14,7,1,0,1,0,79,1
22,15,18,18,10,4,0,80,2
22,16,18,0,6,13,2,92,14
22,17,-1,-1,-1,-1,1,100,0
22,18,4,1,13,2,2,87,9
22,19,18,1,1,13,1,93,15
22,20,2,17,0,17,0,78,0
22,21,2,1,3,19,2,93,15
22,22,1,18,6,9,1,92,14
22,23,0,18,1,17,2,93,15
22,24,1,19,17,7,0,93,15
22,25,17,1,10,18,2,91,13
22,26,2,18,6,17,2,90,12
22,27,-1,-1,-1,-1,0,100,0
22,28,-1,-1,-1,-1,2,100,0
22,29,-1,-1,-1,-1,0,100,1
23,0,-1,-1,-1,-1,0,100,1
23,1,3,1,13,2,2,88,11
23,2,0,1,2,13,1,90,13
23,3,18,2,10,1,2,90,13
23,4,-1,-1,-1,-1,0,100,0
23,5,19,1,3,11,2,92,15
23,6,1,2,18,0,0,90,13
23,7,-1,-1,-1,-1,0,100,0
23,8,19,17,19,17,1,78,1
23,9,-1,-1,-1,-1,1,100,1
23,10,-1,-1,-1,-1,0,100,0
23,11,1,1,15,13,2,91,14
23,12,1,17,0,19,2,92,15
23,13,1,0,14,4,2,91,14
23,14,6,1,0,1,0,78,1
23,15,18,19,10,4,0,79,2
23,16,18,0,6,13,2,92,15
23,17,-1,-1,-1,-1,1,100,0
23,18,4,1,13,2,2,87,10
23,19,18,1,1,13,1,93,16
23,20,2,17,0,17,0,78,1
23,21,2,1,3,19,2,93,16
23,22,1,18,6,9,1,92,15
23,23,0,18,1,17,2,93,16
23,24,1,19,17,7,0,93,16
23,25,17,1,10,18,2,91,14
23,26,2,18,6,17,2,90,13
23,27,-1,-1,-1,-1,0,100,0
23,28,-1,-1,-1,-1,2,100,0
23,29,-1,-1,-1,-1,0,100,1
24,0,-1,-1,-1,-1,0,100,1
24,1,3,1,13,2,2,88,12
24,2,0,1,2,13,1,90,14
24,3,18,2,10,1,2,90,14
24,4,-1,-1,-1,-1,0,100,0
24,5,19,1,3,11,2,92,16
24,6,1,2,18,0,0,90,14
24,7,-1,-1,-1,-1,0,100,0
24,8,-1,-1,-1,-1,1,100,1
24,9,-1,-1,-1,-1,1,100,1
24,10,-1,-1,-1,-1,0,100,0
24,11,1,1,15,13,2,91,15
24,12,1,17,0,19,2,92,16
24,13,1,0,14,4,2,91,15
24,14,5,1,0,1,0,77,1
24,15,18,18,10,4,0,78,2
24,16,18,0,6,13,2,92,16
24,17,-1,-1,-1,-1,1,100,0
24,18,4,1,13,2,2,87,11
24,19,18,1,1,13,1,93,17
24,20,2,17,0,17,0,78,2
24,21,2,1,3,19,2,93,17
24,22,1,18,6,9,1,92,16
24,23,0,18,1,17,2,93,17
24,24,1,19,17,7,0,93,17
24,25,17,1,10,18,2,91,15
24,26,2,18,6,17,2,90,14
24,27,-1,-1,-1,-1,0,100,0
24,28,-1,-1,-1,-1,2,100,0
24,29,-1,-1,-1,-1,0,100,1
25,0,-1,-1,-1,-1,0,100,1
