step,id,x,y,gx,gy
16,15,8,2,14,7
16,16,11,2,3,10
16,17,7,10,16,18
16,18,9,19,14,19
16,19,18,10,19,12
16,20,7,16,14,19
16,21,-1,-1,-1,-1
16,22,10,2,17,2
16,23,17,12,1,0
16,24,-1,-1,-1,-1
16,25,-1,-1,-1,-1
16,26,17,11,1,15
16,27,8,17,7,16
16,28,17,13,6,5
16,29,9,2,19,4
17,0,5,17,17,15
17,1,13,15,6,12
17,2,-1,-1,-1,-1
17,3,7,17,3,6
17,4,9,3,7,9
17,5,-1,-1,-1,-1
17,6,7,12,9,2
17,7,6,17,9,7
17,8,13,16,11,2
17,9,-1,-1,-1,-1
17,10,18,15,18,4
17,11,-1,-1,-1,-1
17,12,2,8,2,10
17,13,12,2,5,5
17,14,7,11,13,17
17,15,8,2,14,7
17,16,11,2,3,10
17,17,7,10,16,18
17,18,10,19,14,19
17,19,18,11,19,12
17,20,7,16,14,19
17,21,-1,-1,-1,-1
17,22,10,2,17,2
17,23,17,12,1,0
17,24,-1,-1,-1,-1
17,25,-1,-1,-1,-1
17,26,17,11,1,15
17,27,8,17,7,16
17,28,17,13,6,5
17,29,9,2,19,4
18,0,5,17,17,15
18,1,13,15,6,12
18,2,-1,-1,-1,-1
18,3,7,17,3,6
18,4,9,3,7,9
18,5,-1,-1,-1,-1
18,6,7,12,9,2
18,7,6,17,9,7
18,8,13,16,11,2
18,9,-1,-1,-1,-1
18,10,18,14,18,4
18,11,-1,-1,-1,-1
18,12,2,9,2,10
18,13,12,2,5,5
18,14,7,11,13,17
18,15,8,2,14,7
18,16,11,2,3,10
18,17,7,10,16,18
18,18,11,19,14,19
18,19,19,11,19,12
18,20,7,16,14,19
18,21,-1,-1,-1,-1
18,22,10,2,17,2
18,23,17,12,1,0
18,24,-1,-1,-1,-1
18,25,-1,-1,-1,-1
18,26,17,11,1,15
18,27,8,17,7,16
18,28,17,13,6,5
18,29,9,2,19,4
19,0,5,17,17,15
19,1,13,15,6,12
19,2,-1,-1,-1,-1
19,3,7,17,3,6
19,4,9,3,7,9
19,5,-1,-1,-1,-1
19,6,7,12,9,2
19,7,6,17,9,7
19,8,13,16,11,2
19,9,-1,-1,-1,-1
19,10,18,13,18,4
19,11,-1,-1,-1,-1
19,12,2,10,2,10
19,13,12,2,5,5
19,14,7,11,13,17
19,15,8,2,14,7
19,16,11,2,3,10
19,17,7,10,16,18
19,18,12,19,14,19
19,19,19,12,19,12
19,20,7,16,14,19
19,21,-1,-1,-1,-1
19,22,10,2,17,2
19,23,17,12,1,0
19,24,-1,-1,-1,-1
19,25,-1,-1,-1,-1
19,26,17,11,1,15
19,27,8,17,7,16
19,28,17,13,6,5
19,29,9,2,19,4
20,0,5,17,17,15
20,1,13,15,6,12
20,2,-1,-1,-1,-1
20,3,7,17,3,6
20,4,9,3,7,9
20,5,-1,-1,-1,-1
20,6,7,12,9,2
20,7,6,17,9,7
20,8,13,16,11,2
20,9,-1,-1,-1,-1
20,10,18,12,18,4
20,11,-1,-1,-1,-1
20,12,-1,-1,-1,-1
20,13,12,2,5,5
20,14,7,11,13,17
20,15,8,2,14,7
20,16,11,2,3,10
20,17,7,10,16,18
20,18,13,19,14,19
20,19,-1,-1,-1,-1
20,20,7,16,14,19
20,21,-1,-1,-1,-1
20,22,10,2,17,2
20,23,17,12,1,0
20,24,-1,-1,-1,-1
20,25,-1,-1,-1,-1
20,26,17,11,1,15
20,27,8,17,7,16
20,28,17,13,6,5
20,29,9,2,19,4
21,0,5,17,17,15
21,1,13,15,6,12
21,2,-1,-1,-1,-1
21,3,7,17,3,6
21,4,9,3,7,9
21,5,-1,-1,-1,-1
21,6,7,12,9,2
21,7,6,17,9,7
21,8,13,16,11,2
21,9,-1,-1,-1,-1
21,10,18,11,18,4
21,11,-1,-1,-1,-1
21,12,-1,-1,-1,-1
21,13,12,2,5,5
21,14,7,11,13,17
21,15,8,2,14,7
21,16,11,2,3,10
21,17,7,10,16,18
21,18,14,19,14,19
21,19,-1,-1,-1,-1
21,20,7,16,14,19
21,21,-1,-1,-1,-1
21,22,10,2,17,2
21,23,17,12,1,0
21,24,-1,-1,-1,-1
21,25,-1,-1,-1,-1
21,26,17,11,1,15
21,27,8,17,7,16
21,28,17,13,6,5
21,29,9,2,19,4
22,0,5,17,17,15
22,1,13,15,6,12
22,2,-1,-1,-1,-1
22,3,7,17,3,6
22,4,9,3,7,9
22,5,-1,-1,-1,-1
22,6,7,12,9,2
22,7,6,17,9,7
22,8,13,16,11,2
22,9,-1,-1,-1,-1
22,10,18,10,18,4
22,11,-1,-1,-1,-1
22,12,-1,-1,-1,-1
22,13,12,2,5,5
22,14,7,11,13,17
22,15,8,2,14,7
22,16,11,2,3,10
22,17,7,10,16,18
22,18,-1,-1,-1,-1
22,19,-1,-1,-1,-1
22,20,7,16,14,19
22,21,-1,-1,-1,-1
22,22,10,2,17,2
22,23,17,12,1,0
22,24,-1,-1,-1,-1
22,25,-1,-1,-1,-1
22,26,17,11,1,15
22,27,8,17,7,16
22,28,17,13,6,5
22,29,9,2,19,4
23,0,5,17,17,15
23,1,13,15,6,12
23,2,-1,-1,-1,-1
23,3,7,17,3,6
23,4,9,3,7,9
23,5,-1,-1,-1,-1
23,6,7,12,9,2
23,7,6,17,9,7
23,8,13,16,11,2
23,9,-1,-1,-1,-1
23,10,18,9,18,4
23,11,-1,-1,-1,-1
23,12,-1,-1,-1,-1
23,13,12,2,5,5
23,14,7,11,13,17
23,15,8,2,14,7
23,16,11,2,3,10
23,17,7,10,16,18
23,18,-1,-1,-1,-1
23,19,-1,-1,-1,-1
23,20,7,16,14,19
23,21,-1,-1,-1,-1
23,22,10,2,17,2
23,23,17,12,1,0
23,24,-1,-1,-1,-1
23,25,-1,-1,-1,-1
23,26,17,11,1,15
23,27,8,17,7,16
23,28,17,13,6,5
23,29,9,2,19,4
24,0,5,17,17,15
24,1,13,15,6,12
24,2,-1,-1,-1,-1
24,3,7,17,3,6
24,4,9,3,7,9
24,5,-1,-1,-1,-1
24,6,7,12,9,2
24,7,6,17,9,7
24,8,13,16,11,2
24,9,-1,-1,-1,-1
24,10,18,8,18,4
24,11,-1,-1,-1,-1
24,12,-1,-1,-1,-1
24,13,12,2,5,5
24,14,7,11,13,17
24,15,8,2,14,7
24,16,11,2,3,10
24,17,7,10,16,18
24,18,-1,-1,-1,-1
24,19,-1,-1,-1,-1
24,20,7,16,14,19
24,21,-1,-1,-1,-1
24,22,10,2,17,2
24,23,17,12,1,0
24,24,-1,-1,-1,-1
24,25,-1,-1,-1,-1
24,26,17,11,1,15
24,27,8,17,7,16
24,28,17,13,6,5
24,29,9,2,19,4
25,0,5,17,17,15
25,1,13,15,6,12
25,2,-1,-1,-1,-1
25,3,7,17,3,6
25,4,9,3,7,9
25,5,-1,-1,-1,-1
25,6,7,12,9,2
25,7,6,17,9,7
25,8,13,16,11,2
25,9,-1,-1,-1,-1
25,10,18,7,18,4
25,11,-1,-1,-1,-1
25,12,-1,-1,-1,-1
25,13,12,2,5,5
25,14,7,11,13,17
25,15,8,2,14,7
25,16,11,2,3,10
25,17,7,10,16,18
25,18,-1,-1,-1,-1
25,19,-1,-1,-1,-1
25,20,7,16,14,19
25,21,-1,-1,-1,-1
25,22,10,2,17,2
25,23,17,12,1,0
25,24,-1,-1,-1,-1
25,25,-1,-1,-1,-1
25,26,17,11,1,15
25,27,8,17,7,16
25,28,17,13,6,5
25,29,9,2,19,4
26,0,5,17,17,15
26,1,13,15,6,12
26,2,-1,-1,-1,-1
26,3,7,17,3,6
26,4,9,3,7,9
26,5,-1,-1,-1,-1
26,6,7,12,9,2
26,7,6,17,9,7
26,8,13,16,11,2
26,9,-1,-1,-1,-1
26,10,18,6,18,4
26,11,-1,-1,-1,-1
26,12,-1,-1,-1,-1
26,13,12,2,5,5
26,14,7,11,13,17
26,15,8,2,14,7
26,16,11,2,3,10
26,17,7,10,16,18
26,18,-1,-1,-1,-1
26,19,-1,-1,-1,-1
26,20,7,16,14,19
26,21,-1,-1,-1,-1
26,22,10,2,17,2
26,23,17,12,1,0
26,24,-1,-1,-1,-1
26,25,-1,-1,-1,-1
26,26,17,11,1,15
26,27,8,17,7,16
26,28,17,13,6,5
26,29,9,2,19,4
27,0,5,17,17,15
27,1,13,15,6,12
27,2,-1,-1,-1,-1
27,3,7,17,3,6
27,4,9,3,7,9
27,5,-1,-1,-1,-1
27,6,7,12,9,2
27,7,6,17,9,7
27,8,13,16,11,2
27,9,-1,-1,-1,-1
27,10,18,5,18,4
27,11,-1,-1,-1,-1
27,12,-1,-1,-1,-1
27,13,12,2,5,5
27,14,7,11,13,17
27,15,8,2,14,7
27,16,11,2,3,10
27,17,7,10,16,18
27,18,-1,-1,-1,-1
27,19,-1,-1,-1,-1
27,20,7,16,14,19
27,21,-1,-1,-1,-1
27,22,10,2,17,2
27,23,17,12,1,0
27,24,-1,-1,-1,-1
27,25,-1,-1,-1,-1
27,26,17,11,1,15
27,27,8,17,7,16
27,28,17,13,6,5
27,29,9,2,19,4
28,0,5,17,17,15
28,1,13,15,6,12
28,2,-1,-1,-1,-1
28,3,7,17,3,6
28,4,9,3,7,9
28,5,-1,-1,-1,-1
28,6,7,12,9,2
28,7,6,17,9,7
28,8,13,16,11,2
28,9,-1,-1,-1,-1
28,10,18,4,18,4
28,11,-1,-1,-1,-1
28,12,-1,-1,-1,-1
28,13,12,2,5,5
28,14,7,11,13,17
28,15,8,2,14,7
28,16,11,2,3,10
28,17,7,10,16,18
28,18,-1,-1,-1,-1
28,19,-1,-1,-1,-1
28,20,7,16,14,19
28,21,-1,-1,-1,-1
28,22,10,2,17,2
28,23,17,12,1,0
28,24,-1,-1,-1,-1
28,25,-1,-1,-1,-1
28,26,17,11,1,15
28,27,8,17,7,16
28,28,17,13,6,5
28,29,9,2,19,4
29,0,5,17,17,15
29,1,13,15,6,12
29,2,-1,-1,-1,-1
29,3,7,17,3,6
29,4,9,3,7,9
29,5,-1,-1,-1,-1
29,6,7,12,9,2
29,7,6,17,9,7
29,8,13,16,11,2
29,9,-1,-1,-1,-1
29,10,-1,-1,-1,-1
29,11,-1,-1,-1,-1
29,12,-1,-1,-1,-1
29,13,12,2,5,5
29,14,7,11,13,17
29,15,8,2,14,7
29,16,11,2,3,10
29,17,7,10,16,18
29,18,-1,-1,-1,-1
29,19,-1,-1,-1,-1
29,20,7,16,14,19
29,21,-1,-1,-1,-1
29,22,10,2,17,2
29,23,17,12,1,0
29,24,-1,-1,-1,-1
29,25,-1,-1,-1,-1
29,26,17,11,1,15
29,27,8,17,7,16
29,28,17,13,6,5
29,29,9,2,19,4
30,0,5,17,17,15
30,1,13,15,6,12
30,2,-1,-1,-1,-1
30,3,7,17,3,6
30,4,9,3,7,9
30,5,-1,-1,-1,-1
30,6,7,12,9,2
30,7,6,17,9,7
30,8,13,16,11,2
30,9,-1,-1,-1,-1
30,10,-1,-1,-1,-1
30,11,-1,-1,-1,-1
30,12,-1,-1,-1,-1
30,13,12,2,5,5
30,14,7,11,13,17
30,15,8,2,14,7
30,16,11,2,3,10
30,17,7,10,16,18
30,18,-1,-1,-1,-1
30,19,-1,-1,-1,-1
30,20,7,16,14,19
30,21,-1,-1,-1,-1
30,22,10,2,17,2
30,23,17,12,1,0
30,24,-1,-1,-1,-1
30,25,-1,-1,-1,-1
30,26,17,11,1,15
30,27,8,17,7,16
30,28,17,13,6,5
30,29,9,2,19,4
31,0,5,17,17,15
31,1,13,15,6,12
31,2,-1,-1,-1,-1
31,3,7,17,3,6
31,4,9,3,7,9
31,5,-1,-1,-1,-1
31,6,7,12,9,2
31,7,6,17,9,7
31,8,13,16,11,2
31,9,-1,-1,-1,-1
31,10,-1,-1,-1,-1
31,11,-1,-1,-1,-1
31,12,-1,-1,-1,-1
31,13,12,2,5,5
31,14,7,11,13,17
31,15,8,2,14,7
31,16,11,2,3,10
31,17,7,10,16,18
31,18,-1,-1,-1,-1
31,19,-1,-1,-1,-1
31,20,7,16,14,19
31,21,-1,-1,-1,-1
31,22,10,2,17,2
31,23,17,12,1,0
31,24,-1,-1,-1,-1
31,25,-1,-1,-1,-1
31,26,17,11,1,15
31,27,8,17,7,16
31,28,17,13,6,5
31,29,9,2,19,4
32,0,5,17,17,15
32,1,13,15,6,12
32,2,-1,-1,-1,-1
32,3,7,17,3,6
32,4,9,3,7,9
32,5,-1,-1,-1,-1
32,6,7,12,9,2
32,7,6,17,9,7
32,8,13,16,11,2
32,9,-1,-1,-1,-1
32,10,-1,-1,-1,-1
32,11,-1,-1,-1,-1
32,12,-1,-1,-1,-1
32,13,12,2,5,5
32,14,7,11,13,17
32,15,8,2,14,7
32,16,11,2,3,10
32,17,7,10,16,18
32,18,-1,-1,-1,-1
32,19,-1,-1,-1,-1
32,20,7,16,14,19
32,21,-1,-1,-1,-1
32,22,10,2,17,2
32,23,17,12,1,0
32,24,-1,-1,-1,-1
32,25,-1,-1,-1,-1
32,26,17,11,1,15
32,27,8,17,7,16
32,28,17,13,6,5
32,29,9,2,19,4
33,0,5,17,17,15
33,1,13,15,6,12
33,2,-1,-1,-1,-1
33,3,7,17,3,6
33,4,9,3,7,9
33,5,-1,-1,-1,-1
33,6,7,12,9,2
33,7,6,17,9,7
33,8,13,16,11,2
33,9,-1,-1,-1,-1
33,10,-1,-1,-1,-1
33,11,-1,-1,-1,-1
33,12,-1,-1,-1,-1
33,13,12,2,5,5
33,14,7,11,13,17
33,15,8,2,14,7
33,16,11,2,3,10
33,17,7,10,16,18
33,18,-1,-1,-1,-1
33,19,-1,-1,-1,-1
33,20,7,16,14,19
33,21,-1,-1,-1,-1
33,22,10,2,17,2
33,23,17,12,1,0
33,24,-1,-1,-1,-1
33,25,-1,-1,-1,-1
33,26,17,11,1,15
33,27,8,17,7,16
33,28,17,13,6,5
33,29,9,2,19,4
34,0,5,17,17,15
34,1,13,15,6,12
34,2,-1,-1,-1,-1
34,3,7,17,3,6
34,4,9,3,7,9
34,5,-1,-1,-1,-1
34,6,7,12,9,2
34,7,6,17,9,7
34,8,13,16,11,2
34,9,-1,-1,-1,-1
34,10,-1,-1,-1,-1
34,11,-1,-1,-1,-1
34,12,-1,-1,-1,-1
34,13,12,2,5,5
34,14,7,11,13,17
34,15,8,2,14,7
34,16,11,2,3,10
34,17,7,10,16,18
34,18,-1,-1,-1,-1
34,19,-1,-1,-1,-1
34,20,7,16,14,19
34,21,-1,-1,-1,-1
34,22,10,2,17,2
34,23,17,12,1,0
34,24,-1,-1,-1,-1
34,25,-1,-1,-1,-1
34,26,17,11,1,15
34,27,8,17,7,16
34,28,17,13,6,5
34,29,9,2,19,4
35,0,5,17,17,15
35,1,13,15,6,12
35,2,-1,-1,-1,-1
35,3,7,17,3,6
35,4,9,3,7,9
35,5,-1,-1,-1,-1
35,6,7,12,9,2
35,7,6,17,9,7
35,8,13,16,11,2
35,9,-1,-1,-1,-1
35,10,-1,-1,-1,-1
35,11,-1,-1,-1,-1
35,12,-1,-1,-1,-1
35,13,12,2,5,5
35,14,7,11,13,17
35,15,8,2,14,7
35,16,11,2,3,10
35,17,7,10,16,18
35,18,-1,-1,-1,-1
35,19,-1,-1,-1,-1
35,20,7,16,14,19
35,21,-1,-1,-1,-1
35,22,10,2,17,2
35,23,17,12,1,0
35,24,-1,-1,-1,-1
35,25,-1,-1,-1,-1
35,26,17,11,1,15
35,27,8,17,7,16
35,28,17,13,6,5
35,29,9,2,19,4
36,0,5,17,17,15
36,1,13,15,6,12
36,2,-1,-1,-1,-1
36,3,7,17,3,6
36,4,9,3,7,9
36,5,-1,-1,-1,-1
36,6,7,12,9,2
